,image_id_root,product_id,category_id
46,6a77c35367bf9d0cf360de159d17aa7d92d36d14f8a4fe7225a15e78310814d9.jpg,eCNipo7xsDKTo45HL,QdRSsHmMr7czJgr6g
47,fa99c675fd8b03148f0b35b5c19ecce7014e0457a4258b4eb3f83de32a42970b.jpg,TWKKwhmC4Asz83pcZ,CezcXq5wg2XiRwjyS
48,4d3d3679b9240b19fb6902d6dd15f774acb7bcad835ba3550c4a04d3d13253d7.jpg,GZrczYLHx7D4RPCdW,CezcXq5wg2XiRwjyS
49,d8c4053e5b79b5880e1442723e83326ec3f3dca30f98d40a9ce19076f1323eb3.jpg,4pFGN26fn6GZS3xkW,LDz3f2bw75mQ5LrsK
50,4cd7242a9d5a87c0f8e50ea9a4d2df09ade1d6d7bb96a2e7bba5aa59d99244f4.jpg,GxHmadesQmxmTNn3K,LDz3f2bw75mQ5LrsK
51,3b82341836c7631dda1bbdd3bf174afbe5723ab624ce32a63c1e3c9f3e853c98.jpg,wcLHNrDQj6c84Yq2k,LDz3f2bw75mQ5LrsK
52,309af841c23126a395030fae3f2b0cfdab33cdd4acbad15cc2621ac1f7a25208.jpg,24j3ez7MaDXDrLm68,LDz3f2bw75mQ5LrsK
53,229b2b2a2314d1af63f1ecca39fe6e560af3e1ee3f529b99b024fa538e3b397b.jpg,vMHhJ3KCSHuJnydMR,LDz3f2bw75mQ5LrsK
54,b4fe2d3549c3f410540f48354604b6868caf1a2bcf140421763fdd5a0592f984.jpg,XmhRx44xg43F4vyBe,MqyeHLcLrdTSA8Mai
55,b3d63dff45e933b1a73b852bc5f98f25033ac5369130be6775916e151e476a95.jpg,7p9SwWiej5RnaStba,MqyeHLcLrdTSA8Mai
56,718e7eb59fe0be00064e2ca580400aabe25b1fa5d72c7ac8beffac1ab611e239.jpg,gg3MkfbQYSLwHcQXb,MqyeHLcLrdTSA8Mai
57,7e3aa65a0752377841901b509ca3ee2dcb1249371c2afaf73bf3508312b88a84.jpg,zkfLqMdjRxMP3jooB,LDz3f2bw75mQ5LrsK
58,75390f23bd98a720d779c4ed86943b0ecade65c76b16f669c43ae8567141214e.jpg,n8s67FAZ89sGwjBMG,MqyeHLcLrdTSA8Mai
59,c845177f72fcb67e21111bd070206a4369bc8bcfedc3bfc8e3ff55ab03655654.jpg,mYK32z7c6vxwGDNZW,LDz3f2bw75mQ5LrsK
60,58d528faa466b852c7cb53fd5d3e7132ae826b559f5f726e7c09375a9ddf0a13.jpg,HGNaacsmSoNuqRKRq,MqyeHLcLrdTSA8Mai
61,721689fcbed61ce9291ba207c0f3216d072b91504196d5ab51d2fea7f2fe0e30.jpg,jcceTan5yDeawcLn4,MqyeHLcLrdTSA8Mai
62,9a82fe1cda9b3f6bfbb67d8b61f3e325439dba8d995a9f87549effd1de04eb52.jpg,YMGvKH8z2AQuGGnvA,LDz3f2bw75mQ5LrsK
63,94ceb2670948645d611a293a9f4416658783c1e893b1129d9059f6770363efc9.jpg,XMS3miNuQKGPPPyhe,Kmkh6h7ueDyrbooxL
64,4cc324f5530e5a5e52615b97dc0ea6d3d476fdf5c3a4170fe7764bfb90f613c3.jpg,wsPcA7ZPbMx7egCQg,Bh6hBZTdoyXqxY2CA
65,2ac61f8e612e6e5afe2a59fd7b2f0aa10ab08d286003164e30cbbe93da5d228e.jpg,XbZwo8SyAj78eaeS6,TZinrwh9MajToa6gm
66,12bd48979b7b6298ca15b27fec51ca280371f39411c228bb63340a56f6fd76ce.jpg,yJ6fLJFjbAnLX59xG,MqyeHLcLrdTSA8Mai
67,7766dd28f52c6c49358e32729181aa758fddaa83e162db57667a7e43d7ff6eae.jpg,k49QaDKds8R5bWHSK,LDz3f2bw75mQ5LrsK
68,bb823bb5069086ff2d5ac9a03e271097a7f990d925af714917abceeaeb778606.jpg,3id7egcqn3p3dqASr,2KSuKnWNrhpZCAAXd
69,b601f3bd4744f35509190c60062257e0614134b2090afdef072694e0e42bff61.jpg,ZCD9dDZTbZ87Lv5er,Kmkh6h7ueDyrbooxL
70,d82f23b6fc066ac0d4e7fdd9c453f6e924cdd3555e033a8e53350824bb1cad9c.jpg,GShwRH6KXfem5tKtz,MqyeHLcLrdTSA8Mai
71,f8e18579259db13b0200de2638c9496740c8c7be9e9b740d7ab94599beb3c229.jpg,aAmf4ZM5uRBrabZyR,d5WccKCPumRXJNJy3
72,6e1393863541e0640de936a5041a85ab5b362a4d1f4a4e834feb6cb09ed20cde.jpg,8bQJsMm3XJnkn8Jrv,MqyeHLcLrdTSA8Mai
73,9da896f7427135acf9c7ed4972fbb3badd5f3ca68166b6c09cba9fd6869030c2.jpg,KEX7gBKTiAcfPGfcs,hFQmpKxWoyeNLTjZE
74,ae7c2683284c87386e5ced30720b6759df6df25872997b7e38d4262a8f1deae7.jpg,PrZTqJDQzphLuLoJv,LDz3f2bw75mQ5LrsK
75,7720a233fff54f16f3b8924fa603010a3b8b477e8f06d8615553fb1bae533763.jpg,rpgGra6LovieLqwx8,MqyeHLcLrdTSA8Mai
76,b6ef77a2da8e4ffefddcfd4dba188fa0813e1b2adbb05e4915a491e029099739.jpg,BHENdqcHC6sbfdTaD,2KSuKnWNrhpZCAAXd
77,a3d9ef109b26699cf699dcce3078c7f0b4a8d19a30be9f864565ac49edc81e02.jpg,DnnTbBwqPDyoyyycB,LDz3f2bw75mQ5LrsK
78,0dca8453c08d746b2577d87107f1a8b38f852a14f789f100bc09a0c346d983b7.jpg,4FZRH87R8EdJu7YNb,iEkGRtee2wDDY8dPX
79,e65d302fa1b94c8886060d199caa81a0f2dad46ee85281d6e3ad5824b49a78db.jpg,233kM7ri6FyHQETGy,iEkGRtee2wDDY8dPX
80,f062af0a615dc06ff4c1a0ce8cc4f909f6c1c78b5e59b4d6a736b08ce092e5e8.jpg,7roBfotxxQA7hz487,iEkGRtee2wDDY8dPX
81,8dbac9d0e8ad2f67fe9c2ed8583645190992a652a773f239a9554e1b41736e0a.jpg,2WmmDfMckfy8EDfPo,hFQmpKxWoyeNLTjZE
82,709e489a15fa7dbf691fb4309348f919e3eaef599c5af0de19c4a1b7960165c5.jpg,5GdAvgPwGEZeSAj6w,2KSuKnWNrhpZCAAXd
83,94c4db4c30266edb2cb36e2e18041024c9fa604bc4ee860d93a85cfe731c58ce.jpg,PamW6fjsB7gnCDcv3,hFQmpKxWoyeNLTjZE
84,07477a8af0a463e8f96afba8ec76f81de37201b280f24958b24db095bd8ada51.jpg,BEaMf7CRGyZR85K8W,CezcXq5wg2XiRwjyS
85,3d4f7a512d0e8b812031e880f20482af2808bec82813111ee286706d5aee9318.jpg,5AQfw693m54sdYFCR,CezcXq5wg2XiRwjyS
86,146576607661eb20511c5fb8297ce07199df2271904ad681717734beff6fe78e.jpg,kpzHqLmZ2uvcRmkxB,DRrgPXNGRSMh6EzAd
87,5b1e1a9cd20a4ea94437b756a183d248da7591a894027e1764397fb112057d08.jpg,iLKMnuGeEB6FnBJ5w,LDz3f2bw75mQ5LrsK
88,f94889da6c152ffaefa4e40d8c7dca8438d080c4005d0af6e46f81e1815cc2fc.jpg,PndkakQBoayjkyJK6,d5WccKCPumRXJNJy3
89,060ddb511c4ff8c25ef01bfb09d15d879b3ceb860ae81ae3a687de4e984ec417.jpg,e5F7mztSCFCiDop6Y,MqyeHLcLrdTSA8Mai
90,ab098b0ec01e69378c6106d66c46cba55dc4ba6f7730bd1a087543d08d6573d8.jpg,HtNkbS5qJxYDnt4WD,m4CqFZq5rJSahu8RD
91,4a6bd29de1533a7f6f23d4abee9829cbd53028649c01236eb4a3bcada87d99e6.jpg,ocjj6uWdMFSKTQQTW,eZ5q6cjXE6SGSn2Cq
92,61b1d50c1096583f2ecbda91c46c1a8c979e781dbac668505f0f728878144c31.jpg,yw5nKqvSmbbmM7DGS,eZ5q6cjXE6SGSn2Cq
93,f3829eede0759e5f423cdfb7121bb4c7e6717fcf3048af569db81192d135aaa7.jpg,MdtMTbM6iCzxeJT5p,MqyeHLcLrdTSA8Mai
94,fdbbbea2733c79811de7305ddd26b7208177662f0e7ac6f2f2c3556cd75bc4ea.jpg,CzXpFLDAzfJz2E6td,2KSuKnWNrhpZCAAXd
95,84ee892043dd778d6aeeda9d33581e7d3ef14c3df0255f4769888f0528b2fc0f.jpg,vJ4AxCBewrowZq7T2,hFQmpKxWoyeNLTjZE
96,397f62a513603ae74cde5f405049db866112149b4b3035eecaa7b2e21427abda.jpg,qy8t92Psp49BtQDdp,2KSuKnWNrhpZCAAXd
97,6ddef728cd8d379bb8848ad69447d2b0848948bf065b0a566bdc1e9874c4487a.jpg,CNLjPmWPp4WGtnw8q,CezcXq5wg2XiRwjyS
98,8b30354af40a894eb28cb9ce8aa4b9a72ab177e61e2d7128ad1f072d5005ca14.jpg,LH2FupPjPxfZGP5yn,eZ5q6cjXE6SGSn2Cq
99,ee165cee81584bbda9b18100a1067882229419bed3ae4de3bde4e38df7ab95df.jpg,oiAFfXvg8Jjq7ncSA,m4CqFZq5rJSahu8RD
100,b35e570f93a1d2a7141f934494bc85078ac70a81766580a3b2a0471b282bb476.jpg,wtwueipXjgmFTZtb8,CfRJyJycNeioMJ8w5
101,9ac8b3582af47966ba530ac807e5fb075dc9dd877a3d2a7aa6274b457105df20.jpg,hoocYFRy7EPijfXdJ,CezcXq5wg2XiRwjyS
102,0edd46de1f44bfddf85b087191b4efa9ca79ae2d897b3931faa2ab2f3e57d562.jpg,dXWsh9soRsKeK8y6J,XJsv6RCBsxZquKxbJ
103,d6e25cf2059c810a78f40932b56d9d69df10a590ea9cd8273b9edfd9b613e3e4.jpg,4Z4zQJgwkhEXfzstk,CezcXq5wg2XiRwjyS
104,41648436178e1c19de9bcac34a8466de8961b69a6a09a47954dc99bf35a2f598.jpg,rgx6dK4FRT9Y5eZDp,2KSuKnWNrhpZCAAXd
105,c2fdcd34402806241f5512c540936fcedc8feb1f3487ceda5e802e2324566625.jpg,bsDsuyKLXbWTAbBqx,MqyeHLcLrdTSA8Mai
106,d219c78b8d385040b56ae7b7a94215b910759c505a05fac52e1cf029689822e8.jpg,JTMxpCwqjHqoTT9fC,LDz3f2bw75mQ5LrsK
107,a8b2ddbfcee32fe4956678e952ae6ce1acb31491780b32b834f2ee97f2aad27d.jpg,g7asxjtRdnWXd9aDx,Kmkh6h7ueDyrbooxL
108,26754f6a3b81cabb7dd95632c4fa122daac02ac5f8b6cfefdd3ed478c76f5b2b.jpg,r26uDWjSXry2zp4Kr,MqyeHLcLrdTSA8Mai
109,c2164491d8aa0f92d5632626ba9a50bc2cd750b02f5de22cf07cf45722a1a113.jpg,3H8eQckdfNnumaawN,3G6PZXhHdMzd3iXiB
110,0aaad64e66b873e396b6cf98c3a7f65bc3aece4afbd8cba843125ee1ea256f42.jpg,7zQGuMvzJ8yx34nTH,3G6PZXhHdMzd3iXiB
111,5f49f449fdf9cb2323c44520cc98432b9613ecc68fb0898c941d206a37bf4415.jpg,gfRWYzEyEtZZGyKbA,CezcXq5wg2XiRwjyS
112,0a47d5add3fd4d90643a8b15db344a99150c64596e2c908d6a7315c706d3adf5.jpg,dnMTdHij4R9ikNnwb,CezcXq5wg2XiRwjyS
113,a75ed2fa538d474e3b35afd2532fa406d90b7628e8e68457abb89329537d3ac4.jpg,aDwJHSuk7qLQMMHXz,6F3wX2JNYHQDrHM85
114,df9af5c97c60c7e7d4d1e1c1a7e6a6ec07c60ebe0517520b3bfef370a0d2dd09.jpg,swF5gEB6gMr4vfmje,xgfTi3aDzXyx9Jngq
115,e7ec9bfab18e970e697b68aef0f1489e02e1386bf9cdd10f5c8844fab35869df.jpg,QdRBSHD2SFHCWkNaw,7DhegT47HLRuvG37Z
116,f4a594d0b244df9eed60f4fd6bac2943f343139a9005409ba7409e8686587bec.jpg,ijZNypMqfqympkRj4,jPFAtpLcgjJ9LxocL
117,2f4bbf5ca3dc60e1672bfb6d3bc296e827f893469fdc9cfcbf5e5282c2ddbcae.jpg,rBqEmWpFkC4cRhb2x,LDz3f2bw75mQ5LrsK
118,fdc49922abc6581d06a5da74a95f94ef4c25872922ffffbc00334e5448ad113d.jpg,jK9GZGSJhmseWDkFc,Kmkh6h7ueDyrbooxL
119,e9bfe179d28d63751d92f2a4258cf5ea3866b32ba5c36650fc7bb6dc06e363a5.jpg,hDEz3gdhuR9fNqT78,CezcXq5wg2XiRwjyS
120,30900ac17b824f02e077283a7afbbac8101ead809ce86ba99c84e31421cb0e7a.jpg,zCRxejSPpwksifTy6,Bh6hBZTdoyXqxY2CA
121,f3c4fa4f40eccff80931d8240720b39814fc23f213729ea13c52543d63526013.jpg,8BDrNkpEoE8TG3nkY,hFQmpKxWoyeNLTjZE
122,c29adb1fc4ef58430225090e04cf4b050c8dc05dde08d6996397ed545fb7d1b7.jpg,nGbsACYQixZbcS4mu,hFQmpKxWoyeNLTjZE
123,32fd3c0a15a1cfc33bff9b7b8345f04dc4ccfb616981e5352e122bf18716f5fa.jpg,ztjobkGhY7An8MaiA,CezcXq5wg2XiRwjyS
124,b0e7b7486d7a5a348154ce34b43940232905ccff4e9638734de733db3267c6cc.jpg,omBAPKBxGJjQxZ8Bz,ch89YHotczcHDQvuP
125,e2a46fd1f12a826913e8f259bac4de233bc331f3f49c99b1af0ac968d57c8c30.jpg,pDirmXXWngrtKRFAZ,Q8hDRpw2nXDLAwSBu
126,4668f382358959b8279398a4d6e01d62dd0ba92df292b8a439124e3db8bb927d.jpg,DzmEPpL6WSTjnCuq4,CezcXq5wg2XiRwjyS
127,93a118a99d503e593865d557ec4983fd12b6c37ecb75e64bb314cb52640ca685.jpg,Efw2eiStfFKyrzRoS,6F3wX2JNYHQDrHM85
128,b84f5f01a81b8ec139a8a46b64343da18cb783714094c66bba2b8780ee29e6c4.jpg,AWn9Ak5GQFff3z5iM,CezcXq5wg2XiRwjyS
129,d46042570be9a0732e18ecce26f40e3816d781f342688c5c5a8a03bf58316631.jpg,eQ2f83cGbNWeA6tNp,LDz3f2bw75mQ5LrsK
130,6d3e5d030bd13f8ebc53959db2505c7e9429c86db29dfa73d4221a7e797938e5.jpg,h9rtjWmtinRKF6Qvw,2KSuKnWNrhpZCAAXd
131,7e1882e4ff735afc6cae5bdbbb2fd62e97e76334134acdeaf685ba1d0ad62dae.jpg,iGMJjtoLFS2Hjrh3v,CezcXq5wg2XiRwjyS
132,b27a7d9d9c35d2ce718d7a74729ff9cc4b21395b7d0c504b7e8028ea97d8917d.jpg,8kNk57gyEYYp9bZ8u,CezcXq5wg2XiRwjyS
133,efc10b71e7ceee163d78996261917f4d22d597714d00eb59178f183b1d909ea7.jpg,KZTuFeAMEgoSBXxyu,CezcXq5wg2XiRwjyS
134,a42466f806e995de8d9b6868ddf7e20bd353fb9b123f11b4a964ad05abddbbc2.jpg,mR83CGqqsFpsYswdR,pMHm7ZyYqZdWMHrSc
135,5b520d56db08148a3ff8452eeac78d86ec840305ee1bdd3273720fd99dce22bc.jpg,eWvcdiMCrFHeRr66q,LDz3f2bw75mQ5LrsK
136,cb61f0bb94a3f029171379b9b7e7fb072c5b166d3fe551fe92b91a63b629dbf0.jpg,v8sTjhScAuaxoZmTt,LDz3f2bw75mQ5LrsK
137,84c7b21b73e7db978913a3112d5a451d751175388610135b22d323c6d6138b31.jpg,7YGFuaZooWY4EFjYh,CezcXq5wg2XiRwjyS
138,6e9cbdd128611c2aef6ef314956a37a726461a24108daa2666f6288a5120e477.jpg,SD6rczEbrr9od64Qt,LDz3f2bw75mQ5LrsK
139,909ad7a2445ce2e32865018a8a2050ef75600cab12f868c1b2d87d2984feb1ef.jpg,qv2JqSekBEL6WMhnv,LDz3f2bw75mQ5LrsK
140,8e534ab3c27c43dfdc2a49b7bee159687ba9955c0b199c2ed7ef96537c702d40.jpg,6aAYZQxqdKqz4KN9S,LDz3f2bw75mQ5LrsK
141,de2befcdf2784f682d5037a2e1bcc6db082c76bea71ffa67397bcd802c950164.jpg,mAobdR8hr59oBE8Tt,LDz3f2bw75mQ5LrsK
142,a3caa678d0fca40389293386bc6f99fa367201fcf70e1966c6debd7d6a3af09d.jpg,Ty8Xaw8JvY7GmKvAv,CezcXq5wg2XiRwjyS
143,23231e1a82d57fe384c78c04eb9a8d8830a8c72996134ad03cafff37c330a4b4.jpg,JrrqrHt4qSB59dR7w,XJsv6RCBsxZquKxbJ
144,152b3aa4a1badbe3730994746317fb0a049aa986dbb7a92363ae9aa67e8f3ab7.jpg,FEQEdLpXYqZjkNZGy,CezcXq5wg2XiRwjyS
145,ccc1be00aa190af2210b8783b61b145d5f7e081e2611ef64a81a9cf2405813af.jpg,ttQP6mCT7RBKGiePA,LDz3f2bw75mQ5LrsK
146,4b9117e3285854dc6dbf5544fa1c460f6cca130706e0fcf909c3d3f13cf5a3fe.jpg,yMQKJnKdFA2AoeEyW,LDz3f2bw75mQ5LrsK
147,087c4b3be1706bd6bdff2cc8c5a1599dca2f3f885f6f51af910a6ff439fc2016.jpg,Hoz5Hdig9ARv3etiw,CezcXq5wg2XiRwjyS
148,15305d7e64669035ff2d2512b041b188ded3cafc7bda2804b423d7d11c731bc2.jpg,NF9j7iZRS7MuCzwHD,MqyeHLcLrdTSA8Mai
149,125ac131018a3aab479fbb1befd5d13f5ba5a7239f2fbb6be0a541d7eee91551.jpg,MvRDvzo4H9RCd3dxq,CezcXq5wg2XiRwjyS
150,d7cda608a41273b764ef6f7f8fa7210c0532717925c2f2d163f33bcc0daf0144.jpg,g9QGzKTa6LgqYHZNZ,CezcXq5wg2XiRwjyS
151,d634b11d74e918adac7864be6762db0aa5155951c5afbcba81decab96c21e30f.jpg,uHvA25rn29jv2Wh5S,ch89YHotczcHDQvuP
152,c67e5051d7f2e3d723a161be3a31ce897360b1bb1984655bc37b88e91abf2fec.jpg,rX68LMRdZxvcirs9L,LDz3f2bw75mQ5LrsK
153,a8610bdf63fc0456b5b5d69f923f167fd323bd08076b934bb82648e021507391.jpg,Pe3RQiQaTZm3PasMt,CezcXq5wg2XiRwjyS
154,928cc86a9765ae37a8e2461d31cd363050fe5bb6a85433f580251a2756f8ea20.jpg,uzMkGCupKAJmN4NJq,CezcXq5wg2XiRwjyS
155,21ef6ef39507f30070f4dd33c2802ccb000e40da529f29412a87279520c1b906.jpg,pCWiK4ZrtoGjsfPCW,Bh6hBZTdoyXqxY2CA
156,d9181f8a1d97b603de1dcf029dc6d1d1134e76e1cb16120880c6a27af9b05b76.jpg,2Yii5Dder83kZkyET,XJsv6RCBsxZquKxbJ
157,688b867fa2c7d4c872d8332ac7b09f26a75fb7b58cab9e7ebabfe0b4e368abb7.jpg,QH7Mb9j9hFYPPdPfD,kXzNmadoMcGBvsS3t
158,94fe9fee4167ed9f7df0ae46295f20d483bb0a2e2db24eeb4b916808bd82a6cb.jpg,h2B6zTDj9weksKMv4,LDz3f2bw75mQ5LrsK
159,9fe074b86387863c13fd511462320c6f8a11f6bd16ebb490e3067f1274004b9f.jpg,wcAAttJYdY3s7WFwk,CezcXq5wg2XiRwjyS
160,ce0e85960e35a03bffff78bfca41b2e8c680c136a58da1db205c4f900d9ac432.jpg,9db4GjSt3W2e4wTBe,CezcXq5wg2XiRwjyS
161,47645b539439c4fc962f89466188236253ebd9797b53ca9c56720a5885426b51.jpg,KzQaxPjZRYXgr8v7z,CezcXq5wg2XiRwjyS
162,449c6e5343bb74b1b1791c5dcf30b6316c415e9ac0378469e5899d0df3ca5d5f.jpg,cma4g3K6kFPRRNKKE,CezcXq5wg2XiRwjyS
163,687f757f0436c34e05f00d2dea741ba4e625d61c22611452ce89943e44f44486.jpg,cLqEfuG8xXK6hGzQD,CezcXq5wg2XiRwjyS
164,1f7dfe18778a5a4acfa5bf3d86b5e143b06fff326bdc79aaa5c51d24612a5f23.jpg,TnFPP2MfLwYfAK8ZR,Bh6hBZTdoyXqxY2CA
165,c69c1bc17c46212e36248e5c6fc8b8526abdde5a66b42e5a9d9f3f50e35fd1a1.jpg,udwiLADovKhLnKgPv,CezcXq5wg2XiRwjyS
